Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate,Class
bhajan/AR Rahman - O Paalanhaare.opus,1.210501241,0.303698565,0.400581951,0.220924516,2.896574001,-6.067311428,2559.275264,3565.002714,21.22068046,5543.445518,0.02370639,0.040306661,bhajan
bhajan/Anup Jalota - Kanha Teri Murli Ki.opus,1.468910685,0.326749258,0.479798907,0.252180343,0.440340788,-8.540193592,2077.183259,2104.948964,20.28872859,4244.211806,0.004761357,0.054637393,bhajan
bhajan/Nitin Mukesh - Om Jai Jagdish Hare.opus,1.421262219,0.391819054,0.449267599,0.236905755,1.10678085,-4.457371921,1456.140206,1767.697118,21.68400146,2762.477191,0.001634521,0.034173073,bhajan
bhajan/Anup Jalota - Thumak Chalat Ramchandra.opus,1.54275381,0.457158119,0.405290312,0.227127052,4.479555416,1.78940462,2474.746377,3075.267352,21.68390789,5424.825035,-0.024384267,0.04331136,bhajan
bhajan/Sadhana Sargam - Jyot Se Jyot Jagate Chalo.opus,1.470022358,0.267364525,0.469172573,0.247232575,18.08231904,2.039114201,2440.231417,2760.266153,21.36768144,4720.359813,-0.015570841,0.060003078,bhajan
bhajan/Tripti Shakya - Khatu Wale Mere Shyam Baba.opus,1.500734443,0.296716842,0.472156466,0.249393735,0.65960382,-7.930002024,2416.275273,2952.34543,21.97577628,4756.89987,0.00025305,0.05351181,bhajan
bhajan/Madhushree - Pal Pal Hai Bhaari.opus,1.319011644,0.348638334,0.473382674,0.247558701,7.317291873,-2.069188645,3113.275783,3544.316537,20.88681727,6229.199378,-0.004594634,0.065978401,bhajan
bhajan/Vipin Sachdeva - Mera Shyam Aajata Mere Samne.opus,1.365749554,0.410999763,0.501598316,0.251888178,6.148407432,3.089425126,2088.077555,2657.18278,21.54921262,4089.365064,-0.006272347,0.042978503,bhajan
bhajan/Hariharan - Shiv Shankar Ko Jisne Pooja.opus,1.397773332,0.299397279,0.464521379,0.247254275,4.910437429,-4.183572032,1785.828295,2051.867565,20.77847959,3220.156467,-0.011696009,0.043777746,bhajan
bhajan/Bhimsen Joshi - Jai Durge Durgati Pariharini.opus,1.262528925,0.346145957,0.429396213,0.23248281,1.102835834,-2.825719686,2007.329651,2437.330014,20.55987712,3973.10597,0.003063738,0.042683362,bhajan
bhajan/Tripti Shakya - Yashoda Tero Laal.opus,1.465716076,0.330798927,0.497038498,0.25432714,0.760516835,-4.139866063,3461.177282,3633.660527,21.48376429,7378.538997,-0.009976597,0.076189265,bhajan
bhajan/Pappu Sharma - Hum Jane Pahchane Hain Kanihya Tere.opus,1.473014594,0.362826535,0.537614068,0.261937202,1.468459387,-1.726648237,3275.234331,3785.975483,20.74490963,6872.228628,-0.008014673,0.070274513,bhajan
bhajan/Anuradha Paudwal - Naam Hai Tera Taranhaar.opus,1.565159668,0.318233044,0.483080518,0.254443588,1.552272849,-5.526013574,2701.105194,2239.873061,23.15166976,5028.325122,-0.000100331,0.082498891,bhajan
bhajan/Pappu Sharma - Rang De Chunirya Shyam Naam Ki.opus,1.356103098,0.355650353,0.459924104,0.24111189,8.216091367,3.272692496,2946.218186,3353.09179,21.89713003,6005.398901,-0.011709497,0.067960208,bhajan
bhajan/Anup Jalota - Sukhkarta Dukhharta (Siddhivinayakji Ki Aarti).opus,1.348747992,0.406939644,0.488530761,0.250895046,6.60562505,1.036780316,2859.642535,3214.264408,20.57749424,5852.396542,0.003841185,0.062465477,bhajan
bhajan/Pappu Sharma - Agar Hum Par Ho Jaya Kirpa Tumhari.opus,1.479075782,0.413482031,0.571177821,0.267647212,14.74306545,5.439939897,3458.55605,3743.619753,20.75493776,7461.687913,0.006683841,0.077937492,bhajan
bhajan/Sadhana Sargam - Tumhi Ho Mata.opus,1.301063254,0.338526066,0.446785421,0.237337004,4.652072044,-6.009327227,2760.672211,2369.127461,22.31876569,4964.296848,-0.008922598,0.084981535,bhajan
bhajan/Roop Kumar Rathod - Shree Guru Charan Saroj Raj - Hanuman Chalisa.opus,1.36562274,0.347288176,0.412049803,0.232509684,2.020031274,-1.8375037,2191.237107,2810.479791,20.83713945,4738.896146,0.002627516,0.041132237,bhajan
bhajan/Bhakti Marga - Sriman Narayana.opus,1.408759427,0.326590472,0.473635548,0.244221286,1.391285569,-4.988336705,2335.673324,2884.410823,21.00339809,4956.968465,-0.007386565,0.05139606,bhajan
bhajan/Sadhana Sargam - Ae Malik Tere Bande Hum.opus,1.262224569,0.311185705,0.423783027,0.226735576,5.615567606,-3.429828676,2359.513132,2616.944323,21.50074446,4594.129413,-0.00607398,0.056546526,bhajan
bhajan/Tripti Shakya - Vaae Nyare Ho Gaye Mere.opus,1.48147195,0.307167468,0.467595204,0.247494734,2.278842186,-3.152793305,2751.694002,3183.209846,21.52881272,5317.922837,-0.004860429,0.062887092,bhajan
bhajan/Kanhiya Mittal - Hara Hu Sath Nibhao Na Baba Haare Haare 3.opus,1.33580426,0.37291582,0.515393717,0.255498373,4.098305712,0.992434458,2855.636485,3568.562316,21.59450788,6516.769812,0.002885714,0.049490851,bhajan
