Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate,Class
bhojpuri/S K Singh - Maugi Ke Bada Nakhra.opus,1.484234769,0.376718961,0.560364015,0.260935505,19.5484913,5.348186056,3548.440942,3814.183248,17.67913426,7521.542072,0.010111053,0.072832189,bhojpuri
bhojpuri/Ajay Nishad - Bhatar Bina Kuchh Na.opus,1.57299007,0.336647256,0.5458033,0.263114379,18.41030529,0.701019475,3655.281103,3839.410663,19.54778958,7889.974329,-0.005373211,0.07770903,bhojpuri
bhojpuri/Raju Bedradi - Kahan Bitawal Na.opus,1.513989283,0.358112524,0.635253067,0.277902428,26.47326226,6.35444186,3435.600278,3644.029242,18.30335482,7161.090785,0.002059845,0.074875302,bhojpuri
bhojpuri/Ritesh Pandey - Pandeyji Ka Beta Hoon With Dialogues.opus,1.573395694,0.419087738,0.539424619,0.261132706,7.272370009,2.187640264,3594.906607,4268.79738,20.58289443,7964.972743,-0.011801422,0.063538328,bhojpuri
bhojpuri/Khesari Lal Yadav - Bhatijwa Ke Mausi Jindabad.opus,1.584456789,0.400665429,0.619159477,0.273051112,30.22305705,5.974916521,3279.120379,3706.584802,18.38682693,7193.382464,0.007346743,0.061285926,bhojpuri
bhojpuri/Pawan Singh - Luliya Ka Mangele.opus,1.442177807,0.443112033,0.528957818,0.262582734,23.22659712,6.866009347,2737.547744,3332.845456,19.21305557,6048.196419,-0.00927415,0.046227009,bhojpuri
bhojpuri/Mantu Singh - Mar Karaibu Ka.opus,1.803008789,0.451347782,0.614050602,0.275089233,7.923296216,1.520918848,4197.217551,4357.336686,20.21804378,8947.268571,0.004154727,0.077826049,bhojpuri
bhojpuri/Rajan Kashyap - Chhinar Gaili.opus,1.408617086,0.347332359,0.559606572,0.270215268,9.846037268,3.10704765,2877.948901,3417.589338,21.32248952,6131.199008,0.005683289,0.056352501,bhojpuri
bhojpuri/Ritesh Pandey - Piyawa Se Pahile 2.opus,1.510641827,0.384015793,0.50957649,0.254973689,28.554148,5.154876773,2841.860683,3281.4851,19.31767216,6093.532635,-0.008831874,0.05306594,bhojpuri
bhojpuri/Pawan Singh - Raate Diya Buta Ke Piya Kya Kya Kiya.opus,1.448272022,0.390792594,0.549892984,0.257114372,18.93980338,4.18666905,2652.899504,3153.198792,19.04534158,5715.695654,0.002624478,0.051041432,bhojpuri
bhojpuri/Sabi Diwana - Sarkela Seeena Se Odhaniya.opus,1.54244277,0.356161255,0.618902822,0.2746694,20.96716267,5.281821293,3258.013557,3601.777385,19.07405751,6738.441823,-0.000854442,0.065709942,bhojpuri
bhojpuri/Khesari Lal Yadav - Thik Hai.opus,1.587853374,0.403339471,0.543420645,0.263146765,20.0731213,5.622688185,3290.788477,3423.601914,19.85139895,7006.356634,0.0022412,0.075107035,bhojpuri
bhojpuri/Lavkush Nishad - Hamar Saiya Aaj Ladan Se.opus,1.465582456,0.399034796,0.503315667,0.255274065,11.15017357,3.131851277,3360.386014,3740.236003,20.74006386,7331.24129,-0.00279772,0.071342191,bhojpuri
bhojpuri/R K Ji - Ail Bade Saiya.opus,1.443710392,0.337484231,0.513489389,0.257531978,24.06208056,3.368248177,2823.855104,3491.234029,20.83452933,6051.42841,-0.006821127,0.050552946,bhojpuri
bhojpuri/Ramu Nishad - Gawane Ke Raat.opus,1.563677839,0.362952348,0.588995253,0.268798125,7.897591219,2.909620631,2897.260163,3307.034784,20.47956188,6255.990743,-0.003970083,0.056363676,bhojpuri
bhojpuri/Pradum Lal - Milal Bate Mauga Bhatar.opus,1.788444036,0.35177783,0.534298521,0.263513749,19.7347005,-1.859875729,3399.325156,3097.102097,21.87849272,6476.226415,0.004670806,0.086129443,bhojpuri
bhojpuri/Lavkush Nishad - Jaa Chal Gailu Bhulake.opus,1.66583984,0.373141037,0.547661404,0.267407705,10.24193394,-0.382016526,3273.639526,3466.053073,21.70865524,6873.750112,0.002222985,0.068294338,bhojpuri
bhojpuri/Ajay Anand - Hamar Machhari.opus,1.765398426,0.340369643,0.498908588,0.257364337,12.93314229,0.138451669,2244.838188,2510.95051,22.23383407,4177.536123,-0.000926337,0.049679589,bhojpuri
bhojpuri/Pawan Yadav - Yadav Ji Ka Beta Hu.opus,1.74223424,0.430865425,0.591063262,0.268001717,1.75213936,-5.455636669,2802.076747,3014.554011,20.5431495,5721.383587,0.009072174,0.058532913,bhojpuri
bhojpuri/Samresh Sagar - Sasaram Ke Golgappa.opus,1.45443056,0.365405593,0.586882491,0.268821414,20.31473269,4.998555531,3486.462762,3701.183739,19.33154151,7191.216673,-0.002174172,0.074409839,bhojpuri
bhojpuri/Pawan Singh - Dhibari Me Rahue Na Tel - From Crack Fighter.opus,1.470455092,0.356049138,0.571077539,0.27196012,13.18286531,4.326826401,3427.858541,3746.76218,19.80641385,7354.885645,0.005876768,0.068487506,bhojpuri
bhojpuri/Samar Singh - Batawa Ae Gori Hamra Ganna Ke Rass.opus,1.780732921,0.436811357,0.599489695,0.273131633,23.13596537,6.73777119,5377.104826,5083.856326,18.8190678,11243.69612,0.0059757,0.104732656,bhojpuri
bhojpuri/D K Dasrath - Tang Le Gail Gonda Ke Pardhan.opus,1.749466495,0.463978762,0.646198915,0.275952251,24.87717296,3.835738479,2958.695793,3206.905913,18.99730759,6158.233065,0.0111594,0.05556736,bhojpuri
bhojpuri/R K Dehati - Rowata Sajanwa.opus,1.491375581,0.314074238,0.568204204,0.271193046,6.230252994,-0.064341488,3335.323452,3668.071744,21.61502291,6996.293733,0.001196447,0.067431721,bhojpuri
bhojpuri/Khesari Lal Yadav - Saiya Arab Gaile.opus,1.47990359,0.409180156,0.573565973,0.266010458,40.71872788,7.716732459,3240.269907,3359.999547,17.59218482,6692.402604,-0.009383907,0.070569522,bhojpuri
bhojpuri/Samresh Sagar - Ail Rahe Iyarwa.opus,1.532955172,0.42529428,0.640691261,0.277368565,18.46931779,6.152956139,3418.993997,3797.135836,19.60458725,7250.620316,0.002202658,0.063332291,bhojpuri
bhojpuri/Ramu Nishad - Gaila Kamye.opus,1.664435244,0.380036738,0.560886517,0.268513494,16.6762542,-0.313729551,3068.622264,3304.76923,20.25371087,6263.759051,0.010333054,0.063930891,bhojpuri
bhojpuri/Arun Babuwa - Gail Rahi Dekhe.opus,1.581985889,0.345915204,0.56325605,0.270070175,20.54182151,0.571897363,3762.616077,3589.19786,19.91482462,7336.998817,0.00136909,0.091069802,bhojpuri
bhojpuri/Ankur Singh - Joban Duno.opus,1.696313964,0.426124386,0.564093689,0.266976726,20.48090958,2.875666935,3951.087529,3608.601829,19.91145396,7827.900387,-0.004982198,0.095991893,bhojpuri
bhojpuri/Lavkush Nishad - Sadhuwain.opus,1.628773679,0.39364701,0.590396588,0.27186241,12.20244627,3.609690942,3478.383633,3685.933515,20.21051977,7469.284568,0.001023293,0.073434039,bhojpuri
bhojpuri/Ritesh Pandey - Piyawa Se Pahile.opus,1.583994686,0.375363544,0.594209291,0.271968543,27.97431681,5.958349759,3291.553469,3889.793739,17.72837176,6993.498923,-0.000812447,0.059012303,bhojpuri
bhojpuri/Sawan Singh - Phonewe Karbu Pyar.opus,1.578706344,0.354900295,0.538031796,0.266096203,10.27480282,2.005234025,3146.873789,3620.928591,20.96688603,6662.937541,-0.011158662,0.058537729,bhojpuri
bhojpuri/Ritesh Pandey - Karua Tel.opus,1.596050106,0.348724302,0.587849959,0.272632425,10.44199698,2.011409197,3507.344541,3547.963593,21.1842057,7244.603866,-0.001279,0.07851323,bhojpuri
bhojpuri/Manish Sonkar - Awa Khala.opus,1.567844514,0.400227422,0.569215298,0.267000561,5.729896643,0.398012931,3572.494783,3771.129047,20.51613242,8046.02641,-0.007155696,0.071559893,bhojpuri
bhojpuri/Khesari Lal Yadav - Love Kala Sab Hoi.opus,1.479611578,0.387926282,0.577873092,0.267559259,9.790212881,2.985267381,2980.28184,3429.284646,21.0083942,6499.166861,-0.003151656,0.056428621,bhojpuri
bhojpuri/Sonu Sawariya - Bhatar Khali Saya Sute.opus,1.55288507,0.353013452,0.578407624,0.273511619,11.51840288,3.335614191,3130.643386,3407.346497,19.92892024,6484.909614,-0.0042127,0.070278929,bhojpuri
bhojpuri/Ankur Singh - Tohra Pe Raji Na.opus,1.613134463,0.329252824,0.586735072,0.269795621,14.09082651,4.410996001,4467.052984,4239.437927,20.27699973,9644.250246,0.002984593,0.112938308,bhojpuri
bhojpuri/Vijay Banaeras - Kahela Jalebi Baai.opus,1.709759917,0.352999256,0.545777597,0.267680476,21.07778541,-1.642332956,2906.776582,3228.228967,20.80335788,5689.114984,0.009432396,0.057788532,bhojpuri
bhojpuri/Mantu Singh - Maar Delu Ankhiya Dhasake.opus,1.393800598,0.383975594,0.484451426,0.246452733,12.88883935,0.371571139,3669.947422,3910.364464,20.56523848,7920.004289,0.009350064,0.077299065,bhojpuri
bhojpuri/Ashok Sonkar - Dewareu.opus,1.706654069,0.349125004,0.555973373,0.269658059,7.762219134,-3.222783907,3011.269424,3289.966951,20.93233239,6016.556507,0.003674172,0.062913442,bhojpuri
bhojpuri/Pawan Singh - Chhalakata Hamro Jawaniya.opus,1.570913786,0.393196959,0.586853813,0.272139408,14.33647959,3.447990242,2978.864341,3349.773316,19.96856463,6316.703949,0.009179828,0.061558968,bhojpuri
bhojpuri/Om Prakash - Sadi Me Dag Raja.opus,1.365876217,0.376340946,0.569194682,0.270594962,6.136709189,-1.87307679,3091.798582,3224.465252,20.83212844,6130.45413,-0.007215892,0.07543061,bhojpuri
bhojpuri/Ravi Kunwar - Manela Batiya Mor.opus,1.446227894,0.34426481,0.50112688,0.25325375,9.170693297,2.448851863,2335.803283,3056.902952,21.38096131,4713.938746,0.005761141,0.045998935,bhojpuri
bhojpuri/Arun Babua - Lad Gail Najariya.opus,1.655570586,0.402393403,0.621239126,0.278009375,44.61395662,3.05858247,3173.679175,3483.658634,18.27373301,6679.061978,0.007107745,0.061438169,bhojpuri
bhojpuri/Sandip Nishad - Jab Jab Bhatar Kare.opus,1.510363765,0.408553872,0.596105546,0.273328619,12.92900666,3.925082562,3675.90776,3597.241004,19.27970493,7561.945907,-0.008031467,0.086315668,bhojpuri
bhojpuri/Ankit Tiwari - Aj Fulawna Fat Jai.opus,1.561215267,0.449626054,0.609012109,0.274472015,25.03352982,6.894000809,3096.581021,3771.647473,18.64811775,6620.0994,0.007913231,0.059629097,bhojpuri
bhojpuri/Shubha Mishra - Baja Baji Ki Na.opus,1.591049812,0.353180277,0.590675876,0.271197948,17.41211022,3.946991308,4094.888253,3887.146593,20.27864437,8584.351048,0.000107295,0.09615524,bhojpuri
bhojpuri/Pintu Lal Yadav - Tikuli Satale Bani.opus,1.745646729,0.387993608,0.60328241,0.276680272,13.98680836,0.027984204,3429.117033,3427.550018,21.47385476,7129.285525,0.007185242,0.071504156,bhojpuri
bhojpuri/Pawan Singh - Bin Biyahe Rajaji.opus,1.618078708,0.408022975,0.593069207,0.266255877,16.25119436,3.706297759,3377.370163,3653.830044,20.03577435,7289.636908,-0.007426786,0.065199041,bhojpuri
bhojpuri/Pawan Singh - Bhar Jata Dhodi.opus,1.481701065,0.377910852,0.528795196,0.263043271,28.28902252,6.705390828,3303.809789,3717.395026,18.74203278,7093.614509,-0.008480611,0.063449797,bhojpuri
bhojpuri/Ramu Nishad - Garmi Bate.opus,1.63022743,0.400542626,0.636630781,0.276779835,24.75706627,6.383868514,3296.752731,3526.507206,19.63582794,6976.360498,0.001203826,0.064325424,bhojpuri
